# AutoGraphForge survivors, ranked by touch number
# NORMALISED: restatements collapsed.
# A conjecture and its algebraic rearrangement are one
# claim, not two: `b <= r + 1` and `b - 1 <= r` differ by
# moving a constant across the relation, `t <= 3d` and
# `(1/3)t <= d` by clearing a denominator. Both normalise
# to a single canonical body. They were reported twice
# because they are generated by different partitions --
# one is a bound on t, the other a bound on d -- so no
# single generator ever sees the pair.
# 82 restatement(s) removed here; each is listed
# in the trailing section with the form that was kept.
# 6522 survivors; 2677 carry a recomputed (hypothesis-aware) touch count.
# Format:  [touch] statement    -- verdict

## Ranked by touch (2595)

[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · domination_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · independent_domination_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ independent_domination_number = minimum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · radius) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ annihilation_number = maximum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · slater) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · slater) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · radius) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · domination_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · independent_domination_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · slater) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · radius) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · domination_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · independent_domination_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · radius) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ independence_number = maximum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (residue + 1) = restrained_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ edge_cover_number = maximum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · slater) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ maximum_degree = residue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · domination_number) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 1) = residue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · radius) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · power_domination_number) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · independent_domination_number) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · power_domination_number) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · well_splitting_number) = roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · domination_number) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (3 · well_splitting_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · independent_domination_number) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ matching_number = minimum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 1) = independence_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · well_splitting_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (second_largest_adjacency_eigenvalue + 2) = diameter    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · well_splitting_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 2) = largest_laplacian_eigenvalue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ minimum_degree = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 1) = annihilation_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · matching_number) = roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · positive_semidefinite_zero_forcing_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · well_splitting_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · vertex_cover_number) = roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 2) = order    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (3 · matching_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (independence_number + 1) = restrained_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (independence_number + 1) = largest_laplacian_eigenvalue    -- promising:class
[    50] ((nontrivial) ∧ (claw_free)) ⇒ edge_cover_number ≤ (2 · matching_number)    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (residue + 1) = largest_laplacian_eigenvalue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (annihilation_number + 1) = largest_laplacian_eigenvalue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · positive_semidefinite_zero_forcing_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · matching_number) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (3 · vertex_cover_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 1) = edge_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (annihilation_number + 1) = restrained_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (edge_cover_number + 1) = largest_laplacian_eigenvalue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ maximum_degree = size    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · matching_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (edge_cover_number + 1) = restrained_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · matching_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · vertex_cover_number) = sub_total_domination_number    -- promising:class
[    50] ((nontrivial) ∧ (subcubic)) ⇒ three_rainbow_domination_number ≤ (3 · residue)    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (annihilation_number + 1) = order    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (independence_number + 1) = order    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (residue + 1) = order    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 1) = size    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · vertex_cover_number) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · vertex_cover_number) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (size + 1) = largest_laplacian_eigenvalue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · vertex_cover_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · matching_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · vertex_cover_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (edge_cover_number + 1) = order    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · roman_domination_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((2/3) · double_roman_domination_number) = roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ independent_domination_number = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ min_maximal_matching_number = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ domination_number = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ min_maximal_matching_number = well_splitting_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (maximum_degree + 1) = largest_laplacian_eigenvalue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (restrained_domination_number + -2) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ min_maximal_matching_number = positive_semidefinite_zero_forcing_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ min_maximal_matching_number = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · total_domination_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ matching_number = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((2/3) · double_roman_domination_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · sub_total_domination_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((2/3) · double_roman_domination_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((2/3) · double_roman_domination_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · burning_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (maximum_degree + 1) = order    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (restrained_domination_number + -1) = residue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = well_splitting_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (residue + -1) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = well_splitting_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · chromatic_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ min_maximal_matching_number = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = slater    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · chromatic_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · chromatic_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · chromatic_number) = power_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = radius    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = well_splitting_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = well_splitting_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · chromatic_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (zero_adjacency_eigenvalues_count + 1) = maximum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((2/3) · double_roman_domination_number) = chromatic_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (independence_number + -1) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = independent_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ 1 = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((2/3) · double_roman_domination_number) = clique_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · chromatic_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = well_splitting_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -2) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (annihilation_number + -1) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = positive_semidefinite_zero_forcing_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · clique_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (restrained_domination_number + -1) = independence_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (order + -2) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -1) = independence_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -1) = annihilation_number    -- promising:class
[    50] ((nontrivial) ∧ (claw_free)) ⇒ edge_cover_number ≤ ((2/3) · order)    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -1) = residue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = positive_semidefinite_zero_forcing_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (edge_cover_number + -1) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (restrained_domination_number + -1) = annihilation_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -1) = edge_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (restrained_domination_number + -1) = edge_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (order + -1) = residue    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (order + -1) = annihilation_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (order + -1) = independence_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -1) = size    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · clique_number) = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · chromatic_number) = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (size + -1) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = vertex_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = positive_semidefinite_zero_forcing_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (order + -1) = edge_cover_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (largest_laplacian_eigenvalue + -1) = maximum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · min_maximal_matching_number) = roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ min_maximal_matching_number = minimum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (3 · min_maximal_matching_number) = double_roman_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (order + -1) = maximum_degree    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · min_maximal_matching_number) = total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (maximum_degree + -1) = zero_adjacency_eigenvalues_count    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · min_maximal_matching_number) = sub_total_domination_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ (2 · min_maximal_matching_number) = burning_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · roman_domination_number) = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/3) · double_roman_domination_number) = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · total_domination_number) = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · sub_total_domination_number) = min_maximal_matching_number    -- promising:class
[    50] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · burning_number) = min_maximal_matching_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ annihilation_number ≤ two_rainbow_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ independence_number ≤ two_rainbow_domination_number    -- trivial:subsumed
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ diameter ≤ roman_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ edge_cover_number ≤ two_rainbow_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ residue ≤ two_rainbow_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ maximum_degree ≤ two_rainbow_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (bipartite)) ∧ (cograph)) ⇒ diameter ≤ (2 · well_splitting_number)    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ order ≤ (two_rainbow_domination_number + 1)    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ restrained_domination_number ≤ (two_rainbow_domination_number + 1)    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ slater    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ domination_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ independent_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((3/2) · diameter) ≤ double_roman_domination_number    -- promising:class
[    49] (((nontrivial) ∧ (regular)) ∧ (triangle_free)) ⇒ burning_number ≤ ((3/2) · restrained_domination_number)    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ zero_adjacency_eigenvalues_count ≤ (two_rainbow_domination_number + -1)    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ well_splitting_number    -- trivial:subsumed
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ positive_semidefinite_zero_forcing_number    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ matching_number    -- trivial:subsumed
[    49] (((nontrivial) ∧ (bipartite)) ∧ (cograph)) ⇒ diameter ≤ (2 · min_maximal_matching_number)    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ minimum_degree    -- promising:class
[    49] (((nontrivial) ∧ (cograph)) ∧ (tree)) ⇒ ((1/2) · diameter) ≤ min_maximal_matching_number    -- trivial:subsumed
[    48] ((nontrivial) ∧ (regular)) ⇒ three_rainbow_domination_number ≤ (2 · two_rainbow_domination_number)    -- promising:class
[    48] (((nontrivial) ∧ (eulerian)) ∧ (subcubic)) ⇒ (total_domination_number + -1) ≤ radius    -- promising:class
[    48] (((nontrivial) ∧ (eulerian)) ∧ (subcubic)) ⇒ (two_rainbow_domination_number + -1) ≤ independence_number    -- promising:class
[    48] (((nontrivial) ∧ (eulerian)) ∧ (subcubic)) ⇒ (total_domination_number + -1) ≤ diameter    -- promising:class
